"Name","Id","Description","Type","AssignmentsCount","AssignableScopesCount","AssignableScopesMG","AssignableScopes","DataRelated","RoleAssWriteCapable","Actions","NotActions","DataActions","NotDataActions"
"AzureML Data Scientist","f6c7c914-8db3-469d-8ca1-694a8f32e121","Can perform all actions within an Azure Machine Learning workspace, except for creating or deleting compute resources and modifying the workspace itself.","Builtin","0","","","/","false","False","Microsoft.MachineLearningServices/workspaces/*/read; Microsoft.MachineLearningServices/workspaces/*/action; Microsoft.MachineLearningServices/workspaces/*/delete; Microsoft.MachineLearningServices/workspaces/*/write","Microsoft.MachineLearningServices/workspaces/delete; Microsoft.MachineLearningServices/workspaces/write; Microsoft.MachineLearningServices/workspaces/computes/*/write; Microsoft.MachineLearningServices/workspaces/computes/*/delete; Microsoft.MachineLearningServices/workspaces/computes/listKeys/action; Microsoft.MachineLearningServices/workspaces/listKeys/action","",""
"AzureML Metrics Writer (preview)","635dd51f-9968-44d3-b7fb-6d9a6bd613ae","Lets you write metrics to AzureML workspace","Builtin","0","","","/","false","False","Microsoft.MachineLearningServices/workspaces/metrics/*/write","","",""
"Backup Contributor","5e467623-bb1f-42f4-a55d-6e525e11384b","Lets you manage backup service,but can't create vaults and give access to others","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Network/virtualNetworks/read; Microsoft.RecoveryServices/locations/*; Microsoft.RecoveryServices/Vaults/backupFabrics/operationResults/*; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/*; Microsoft.RecoveryServices/Vaults/backupFabrics/refreshContainers/action; Microsoft.RecoveryServices/Vaults/backupJobs/*; Microsoft.RecoveryServices/Vaults/backupJobsExport/action; Microsoft.RecoveryServices/Vaults/backupOperationResults/*; Microsoft.RecoveryServices/Vaults/backupPolicies/*; Microsoft.RecoveryServices/Vaults/backupProtectableItems/*; Microsoft.RecoveryServices/Vaults/backupProtectedItems/*; Microsoft.RecoveryServices/Vaults/backupProtectionContainers/*; Microsoft.RecoveryServices/Vaults/backupSecurityPIN/*; Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read; Microsoft.RecoveryServices/Vaults/certificates/*; Microsoft.RecoveryServices/Vaults/extendedInformation/*; Microsoft.RecoveryServices/Vaults/monitoringAlerts/read; Microsoft.RecoveryServices/Vaults/monitoringConfigurations/*; Microsoft.RecoveryServices/Vaults/read; Microsoft.RecoveryServices/Vaults/registeredIdentities/*; Microsoft.RecoveryServices/Vaults/usages/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Storage/storageAccounts/read; Microsoft.RecoveryServices/Vaults/backupstorageconfig/*; Microsoft.RecoveryServices/Vaults/backupconfig/*; Microsoft.RecoveryServices/Vaults/backupValidateOperation/action; Microsoft.RecoveryServices/Vaults/write; Microsoft.RecoveryServices/Vaults/backupOperations/read; Microsoft.RecoveryServices/Vaults/backupEngines/read; Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/*; Microsoft.RecoveryServices/Vaults/backupFabrics/protectableContainers/read; Microsoft.RecoveryServices/locations/backupStatus/action; Microsoft.RecoveryServices/locations/backupPreValidateProtection/action; Microsoft.RecoveryServices/locations/backupValidateFeatures/action; Microsoft.RecoveryServices/Vaults/monitoringAlerts/write; Microsoft.RecoveryServices/operations/read; Microsoft.RecoveryServices/locations/operationStatus/read; Microsoft.RecoveryServices/Vaults/backupProtectionIntents/read; Microsoft.Support/*; Microsoft.DataProtection/locations/getBackupStatus/action; Microsoft.DataProtection/backupVaults/backupInstances/write; Microsoft.DataProtection/backupVaults/backupInstances/delete; Microsoft.DataProtection/backupVaults/backupInstances/read; Microsoft.DataProtection/backupVaults/backupInstances/read; Microsoft.DataProtection/backupVaults/backupInstances/backup/action; Microsoft.DataProtection/backupVaults/backupInstances/validateRestore/action; Microsoft.DataProtection/backupVaults/backupInstances/restore/action; Microsoft.DataProtection/backupVaults/backupPolicies/write; Microsoft.DataProtection/backupVaults/backupPolicies/delete; Microsoft.DataProtection/backupVaults/backupPolicies/read; Microsoft.DataProtection/backupVaults/backupPolicies/read; Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read; Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read; Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action; Microsoft.DataProtection/backupVaults/write; Microsoft.DataProtection/backupVaults/read; Microsoft.DataProtection/backupVaults/operationResults/read; Microsoft.DataProtection/locations/checkNameAvailability/action; Microsoft.DataProtection/backupVaults/read; Microsoft.DataProtection/backupVaults/read; Microsoft.DataProtection/locations/operationStatus/read; Microsoft.DataProtection/locations/operationResults/read; Microsoft.DataProtection/backupVaults/validateForBackup/action; Microsoft.DataProtection/providers/operations/read","","",""
"Backup Operator","00c29273-979b-4161-815c-10b084fb9324","Lets you manage backup services, except removal of backup, vault creation and giving access to others","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Network/virtualNetworks/read; Microsoft.RecoveryServices/Vaults/backupFabrics/operationResults/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/operationResults/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/backup/action; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/provisionInstantItemRecovery/action; Microsoft.RecoveryServices/vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/accessToken/action; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/restore/action; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/revokeInstantItemRecovery/action; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/write; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read; Microsoft.RecoveryServices/Vaults/backupFabrics/refreshContainers/action; Microsoft.RecoveryServices/Vaults/backupJobs/*; Microsoft.RecoveryServices/Vaults/backupJobsExport/action; Microsoft.RecoveryServices/Vaults/backupOperationResults/*; Microsoft.RecoveryServices/Vaults/backupPolicies/operationResults/read; Microsoft.RecoveryServices/Vaults/backupPolicies/read; Microsoft.RecoveryServices/Vaults/backupProtectableItems/*; Microsoft.RecoveryServices/Vaults/backupProtectedItems/read; Microsoft.RecoveryServices/Vaults/backupProtectionContainers/read; Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read; Microsoft.RecoveryServices/Vaults/certificates/write; Microsoft.RecoveryServices/Vaults/extendedInformation/read; Microsoft.RecoveryServices/Vaults/extendedInformation/write; Microsoft.RecoveryServices/Vaults/monitoringAlerts/read; Microsoft.RecoveryServices/Vaults/monitoringConfigurations/*; Microsoft.RecoveryServices/Vaults/read; Microsoft.RecoveryServices/Vaults/registeredIdentities/operationResults/read; Microsoft.RecoveryServices/Vaults/registeredIdentities/read; Microsoft.RecoveryServices/Vaults/registeredIdentities/write; Microsoft.RecoveryServices/Vaults/usages/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Storage/storageAccounts/read; Microsoft.RecoveryServices/Vaults/backupstorageconfig/*; Microsoft.RecoveryServices/Vaults/backupValidateOperation/action; Microsoft.RecoveryServices/Vaults/backupTriggerValidateOperation/action; Microsoft.RecoveryServices/Vaults/backupValidateOperationResults/read; Microsoft.RecoveryServices/Vaults/backupValidateOperationsStatuses/read; Microsoft.RecoveryServices/Vaults/backupOperations/read; Microsoft.RecoveryServices/Vaults/backupPolicies/operations/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/write; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/inquire/action; Microsoft.RecoveryServices/Vaults/backupEngines/read; Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/write; Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectableContainers/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/items/read; Microsoft.RecoveryServices/locations/backupStatus/action; Microsoft.RecoveryServices/locations/backupPreValidateProtection/action; Microsoft.RecoveryServices/locations/backupValidateFeatures/action; Microsoft.RecoveryServices/locations/backupAadProperties/read; Microsoft.RecoveryServices/locations/backupCrrJobs/action; Microsoft.RecoveryServices/locations/backupCrrJob/action; Microsoft.RecoveryServices/locations/backupCrossRegionRestore/action; Microsoft.RecoveryServices/locations/backupCrrOperationResults/read; Microsoft.RecoveryServices/locations/backupCrrOperationsStatus/read; Microsoft.RecoveryServices/Vaults/monitoringAlerts/write; Microsoft.RecoveryServices/operations/read; Microsoft.RecoveryServices/locations/operationStatus/read; Microsoft.RecoveryServices/Vaults/backupProtectionIntents/read; Microsoft.Support/*; Microsoft.DataProtection/backupVaults/backupInstances/read; Microsoft.DataProtection/backupVaults/backupInstances/read; Microsoft.DataProtection/backupVaults/backupPolicies/read; Microsoft.DataProtection/backupVaults/backupPolicies/read; Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read; Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read; Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action; Microsoft.DataProtection/backupVaults/read; Microsoft.DataProtection/backupVaults/operationResults/read; Microsoft.DataProtection/backupVaults/read; Microsoft.DataProtection/backupVaults/read; Microsoft.DataProtection/locations/operationStatus/read; Microsoft.DataProtection/locations/operationResults/read; Microsoft.DataProtection/providers/operations/read","","",""
"Backup Reader","a795c7a0-d4a2-40c1-ae25-d81f01202912","Can view backup services, but can't make changes","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.RecoveryServices/locations/allocatedStamp/read; Microsoft.RecoveryServices/Vaults/backupFabrics/operationResults/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/operationResults/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationResults/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/operationsStatus/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/protectedItems/recoveryPoints/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/read; Microsoft.RecoveryServices/Vaults/backupJobs/operationResults/read; Microsoft.RecoveryServices/Vaults/backupJobs/read; Microsoft.RecoveryServices/Vaults/backupJobsExport/action; Microsoft.RecoveryServices/Vaults/backupOperationResults/read; Microsoft.RecoveryServices/Vaults/backupPolicies/operationResults/read; Microsoft.RecoveryServices/Vaults/backupPolicies/read; Microsoft.RecoveryServices/Vaults/backupProtectedItems/read; Microsoft.RecoveryServices/Vaults/backupProtectionContainers/read; Microsoft.RecoveryServices/Vaults/backupUsageSummaries/read; Microsoft.RecoveryServices/Vaults/extendedInformation/read; Microsoft.RecoveryServices/Vaults/monitoringAlerts/read; Microsoft.RecoveryServices/Vaults/read; Microsoft.RecoveryServices/Vaults/registeredIdentities/operationResults/read; Microsoft.RecoveryServices/Vaults/registeredIdentities/read; Microsoft.RecoveryServices/Vaults/backupstorageconfig/read; Microsoft.RecoveryServices/Vaults/backupconfig/read; Microsoft.RecoveryServices/Vaults/backupOperations/read; Microsoft.RecoveryServices/Vaults/backupPolicies/operations/read; Microsoft.RecoveryServices/Vaults/backupEngines/read; Microsoft.RecoveryServices/Vaults/backupFabrics/backupProtectionIntent/read; Microsoft.RecoveryServices/Vaults/backupFabrics/protectionContainers/items/read; Microsoft.RecoveryServices/locations/backupStatus/action; Microsoft.RecoveryServices/Vaults/monitoringConfigurations/*; Microsoft.RecoveryServices/Vaults/monitoringAlerts/write; Microsoft.RecoveryServices/operations/read; Microsoft.RecoveryServices/locations/operationStatus/read; Microsoft.RecoveryServices/Vaults/backupProtectionIntents/read; Microsoft.RecoveryServices/Vaults/usages/read; Microsoft.RecoveryServices/locations/backupValidateFeatures/action; Microsoft.RecoveryServices/locations/backupCrrJobs/action; Microsoft.RecoveryServices/locations/backupCrrJob/action; Microsoft.RecoveryServices/locations/backupCrrOperationResults/read; Microsoft.RecoveryServices/locations/backupCrrOperationsStatus/read; Microsoft.DataProtection/locations/getBackupStatus/action; Microsoft.DataProtection/backupVaults/backupInstances/write; Microsoft.DataProtection/backupVaults/backupInstances/read; Microsoft.DataProtection/backupVaults/backupInstances/read; Microsoft.DataProtection/backupVaults/backupInstances/backup/action; Microsoft.DataProtection/backupVaults/backupInstances/validateRestore/action; Microsoft.DataProtection/backupVaults/backupInstances/restore/action; Microsoft.DataProtection/backupVaults/backupPolicies/read; Microsoft.DataProtection/backupVaults/backupPolicies/read; Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read; Microsoft.DataProtection/backupVaults/backupInstances/recoveryPoints/read; Microsoft.DataProtection/backupVaults/backupInstances/findRestorableTimeRanges/action; Microsoft.DataProtection/backupVaults/read; Microsoft.DataProtection/backupVaults/operationResults/read; Microsoft.DataProtection/backupVaults/read; Microsoft.DataProtection/backupVaults/read; Microsoft.DataProtection/locations/operationStatus/read; Microsoft.DataProtection/locations/operationResults/read; Microsoft.DataProtection/backupVaults/validateForBackup/action; Microsoft.DataProtection/providers/operations/read","","",""
"Billing Reader","fa23ad8b-c56e-40d8-ac0c-ce449e1d2c64","Allows read access to billing data","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Billing/*/read; Microsoft.Commerce/*/read; Microsoft.Consumption/*/read; Microsoft.Management/managementGroups/read; Microsoft.CostManagement/*/read; Microsoft.Support/*","","",""
"BizTalk Contributor","5e3c6656-6cfa-4708-81fe-0de47ac73342","Lets you manage BizTalk services, but not access to them.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.BizTalkServices/BizTalk/*; Microsoft.Insights/alertRules/*; Microsoft.ResourceHealth/availabilityStatuses/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"Blockchain Member Node Access (Preview)","31a002a1-acaf-453e-8a5b-297c9ca1ea24","Allows for access to Blockchain Member nodes","Builtin","0","","","/","true","False","Microsoft.Blockchain/blockchainMembers/transactionNodes/read","","Microsoft.Blockchain/blockchainMembers/transactionNodes/connect/action",""
"Blueprint Contributor","41077137-e803-4205-871c-5a86e6a753b4","Can manage blueprint definitions, but not assign them.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Blueprint/blueprints/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Resources/deployments/*; Microsoft.Support/*","","",""
"Blueprint Operator","437d2ced-4a38-4302-8479-ed2bcb43d090","Can assign existing published blueprints, but cannot create new blueprints. NOTE: this only works if the assignment is done with a user-assigned managed identity.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Blueprint/blueprintAssignments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Resources/deployments/*; Microsoft.Support/*","","",""
"CDN Endpoint Contributor","426e0c7f-0c7e-4658-b36f-ff54d6c29b45","Can manage CDN endpoints, but can’t grant access to other users.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Cdn/edgenodes/read; Microsoft.Cdn/operationresults/*; Microsoft.Cdn/profiles/endpoints/*; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"CDN Endpoint Reader","871e35f6-b5c1-49cc-a043-bde969a0f2cd","Can view CDN endpoints, but can’t make changes.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Cdn/edgenodes/read; Microsoft.Cdn/operationresults/*; Microsoft.Cdn/profiles/endpoints/*/read; Microsoft.Cdn/profiles/afdendpoints/validateCustomDomain/action; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"CDN Profile Contributor","ec156ff8-a8d1-4d15-830c-5b80698ca432","Can manage CDN profiles and their endpoints, but can’t grant access to other users.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Cdn/edgenodes/read; Microsoft.Cdn/operationresults/*; Microsoft.Cdn/profiles/*; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"CDN Profile Reader","8f96442b-4075-438f-813d-ad51ab4019af","Can view CDN profiles and their endpoints, but can’t make changes.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Cdn/edgenodes/read; Microsoft.Cdn/operationresults/*; Microsoft.Cdn/profiles/*/read; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"Chamber Admin","4e9b8407-af2e-495b-ae54-bb60a55b1b5a","Lets you manage everything under your HPC Workbench chamber.","Builtin","0","","","/","false","False","Microsoft.HpcWorkbench/*/read; Microsoft.HpcWorkbench/instances/chambers/*; Microsoft.HpcWorkbench/instances/consortiums/*/read; Microsoft.Authorization/*/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read","","",""
"Chamber User","4447db05-44ed-4da3-ae60-6cbece780e32","Lets you view everything under your HPC Workbench chamber, but not make any changes.","Builtin","0","","","/","false","False","Microsoft.HpcWorkbench/instances/chambers/*/read; Microsoft.HpcWorkbench/instances/chambers/workloads/*; Microsoft.HpcWorkbench/instances/chambers/getUploadUri/action; Microsoft.HpcWorkbench/instances/consortiums/*/read; Microsoft.Authorization/*/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read","","",""
"Classic Network Contributor","b34d265f-36f7-4a0d-a4d4-e158ca92e90f","Lets you manage classic networks, but not access to them.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.ClassicNetwork/*; Microsoft.Insights/alertRules/*; Microsoft.ResourceHealth/availabilityStatuses/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"Classic Storage Account Contributor","86e8f5dc-a6e9-4c67-9d15-de283e8eac25","Lets you manage classic storage accounts, but not access to them.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.ClassicStorage/storageAccounts/*; Microsoft.Insights/alertRules/*; Microsoft.ResourceHealth/availabilityStatuses/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"Classic Storage Account Key Operator Service Role","985d6b00-f706-48f5-a6fe-d0ca12fb668d","Classic Storage Account Key Operators are allowed to list and regenerate keys on Classic Storage Accounts","Builtin","0","","","/","false","False","Microsoft.ClassicStorage/storageAccounts/listkeys/action; Microsoft.ClassicStorage/storageAccounts/regeneratekey/action","","",""
"Classic Virtual Machine Contributor","d73bb868-a0df-4d4d-bd69-98a00b01fccb","Lets you manage classic virtual machines, but not access to them, and not the virtual network or storage account they’re connected to.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.ClassicCompute/domainNames/*; Microsoft.ClassicCompute/virtualMachines/*; Microsoft.ClassicNetwork/networkSecurityGroups/join/action; Microsoft.ClassicNetwork/reservedIps/link/action; Microsoft.ClassicNetwork/reservedIps/read; Microsoft.ClassicNetwork/virtualNetworks/join/action; Microsoft.ClassicNetwork/virtualNetworks/read; Microsoft.ClassicStorage/storageAccounts/disks/read; Microsoft.ClassicStorage/storageAccounts/images/read; Microsoft.ClassicStorage/storageAccounts/listKeys/action; Microsoft.ClassicStorage/storageAccounts/read; Microsoft.Insights/alertRules/*; Microsoft.ResourceHealth/availabilityStatuses/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"ClearDB MySQL DB Contributor","9106cda0-8a86-4e81-b686-29a22c54effe","Lets you manage ClearDB MySQL databases, but not access to them.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.ResourceHealth/availabilityStatuses/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*; successbricks.cleardb/databases/*","","",""
"CodeSigning Certificate Profile Signer","2837e146-70d7-4cfd-ad55-7efa6464f958","Sign files with a certificate profile. This role is in preview and subject to change.","Builtin","0","","","/","true","False","Microsoft.Authorization/*/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read","","Microsoft.CodeSigning/certificateProfiles/Sign/action",""
"Cognitive Services Contributor","25fbc0a9-bd7c-42a3-aa1a-3b75d497ee68","Lets you create, read, update, delete and manage keys of Cognitive Services.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.CognitiveServices/*; Microsoft.Features/features/read; Microsoft.Features/providers/features/read; Microsoft.Features/providers/features/register/action; Microsoft.Insights/alertRules/*; Microsoft.Insights/diagnosticSettings/*; Microsoft.Insights/logDefinitions/read; Microsoft.Insights/metricdefinitions/read; Microsoft.Insights/metrics/read; Microsoft.ResourceHealth/availabilityStatuses/read; Microsoft.Resources/deployments/*; Microsoft.Resources/deployments/operations/read; Microsoft.Resources/subscriptions/operationresults/read; Microsoft.Resources/subscriptions/read; Microsoft.Resources/subscriptions/resourcegroups/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"Cognitive Services Custom Vision Contributor","c1ff6cc2-c111-46fe-8896-e0ef812ad9f3","Full access to the project, including the ability to view, create, edit, or delete projects.","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read","","Microsoft.CognitiveServices/accounts/CustomVision/*",""
"Cognitive Services Custom Vision Deployment","5c4089e1-6d96-4d2f-b296-c1bc7137275f","Publish, unpublish or export models. Deployment can view the project but can’t update.","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read","","Microsoft.CognitiveServices/accounts/CustomVision/*/read; Microsoft.CognitiveServices/accounts/CustomVision/projects/predictions/*; Microsoft.CognitiveServices/accounts/CustomVision/projects/iterations/publish/*; Microsoft.CognitiveServices/accounts/CustomVision/projects/iterations/export/*; Microsoft.CognitiveServices/accounts/CustomVision/projects/quicktest/*; Microsoft.CognitiveServices/accounts/CustomVision/classify/*; Microsoft.CognitiveServices/accounts/CustomVision/detect/*","Microsoft.CognitiveServices/accounts/CustomVision/projects/export/read"
"Cognitive Services Custom Vision Labeler","88424f51-ebe7-446f-bc41-7fa16989e96c","View, edit training images and create, add, remove, or delete the image tags. Labelers can view the project but can’t update anything other than training images and tags.","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read","","Microsoft.CognitiveServices/accounts/CustomVision/*/read; Microsoft.CognitiveServices/accounts/CustomVision/projects/predictions/query/action; Microsoft.CognitiveServices/accounts/CustomVision/projects/images/*; Microsoft.CognitiveServices/accounts/CustomVision/projects/tags/*; Microsoft.CognitiveServices/accounts/CustomVision/projects/images/suggested/*; Microsoft.CognitiveServices/accounts/CustomVision/projects/tagsandregions/suggestions/action","Microsoft.CognitiveServices/accounts/CustomVision/projects/export/read"
"Cognitive Services Custom Vision Reader","93586559-c37d-4a6b-ba08-b9f0940c2d73","Read-only actions in the project. Readers can’t create or update the project.","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read","","Microsoft.CognitiveServices/accounts/CustomVision/*/read; Microsoft.CognitiveServices/accounts/CustomVision/projects/predictions/query/action","Microsoft.CognitiveServices/accounts/CustomVision/projects/export/read"
"Cognitive Services Custom Vision Trainer","0a5ae4ab-0d65-4eeb-be61-29fc9b54394b","View, edit projects and train the models, including the ability to publish, unpublish, export the models. Trainers can’t create or delete the project.","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read","","Microsoft.CognitiveServices/accounts/CustomVision/*","Microsoft.CognitiveServices/accounts/CustomVision/projects/action; Microsoft.CognitiveServices/accounts/CustomVision/projects/delete; Microsoft.CognitiveServices/accounts/CustomVision/projects/import/action; Microsoft.CognitiveServices/accounts/CustomVision/projects/export/read"
"Cognitive Services Data Reader (Preview)","b59867f0-fa02-499b-be73-45a86b5b3e1c","Lets you read Cognitive Services data.","Builtin","0","","","/","true","False","","","Microsoft.CognitiveServices/*/read",""
"Cognitive Services Face Recognizer","9894cab4-e18a-44aa-828b-cb588cd6f2d7","Lets you perform detect, verify, identify, group, and find similar operations on Face API. This role does not allow create or delete operations, which makes it well suited for endpoints that only need inferencing capabilities, following 'least privilege' best practices.","Builtin","0","","","/","true","False","","","Microsoft.CognitiveServices/accounts/Face/detect/action; Microsoft.CognitiveServices/accounts/Face/verify/action; Microsoft.CognitiveServices/accounts/Face/identify/action; Microsoft.CognitiveServices/accounts/Face/group/action; Microsoft.CognitiveServices/accounts/Face/findsimilars/action",""
"Cognitive Services Immersive Reader User","b2de6794-95db-4659-8781-7e080d3f2b9d","Provides access to create Immersive Reader sessions and call APIs","Builtin","0","","","/","true","False","","","Microsoft.CognitiveServices/accounts/ImmersiveReader/getcontentmodelforreader/action",""
"Cognitive Services Language Owner","f07febfe-79bc-46b1-8b37-790e26e6e498","Has access to all Read, Test, Write, Deploy and Delete functions under Language portal","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read; Microsoft.CognitiveServices/accounts/listkeys/action; Microsoft.Authorization/roleAssignments/read; Microsoft.Authorization/roleDefinitions/read","","Microsoft.CognitiveServices/accounts/LanguageAuthoring/*; Microsoft.CognitiveServices/accounts/ConversationalLanguageUnderstanding/*",""
"Cognitive Services Language Reader","7628b7b8-a8b2-4cdc-b46f-e9b35248918e","Has access to Read and Test functions under Language portal","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read; Microsoft.Authorization/roleAssignments/read; Microsoft.Authorization/roleDefinitions/read","","Microsoft.CognitiveServices/accounts/LanguageAuthoring/*/read; Microsoft.CognitiveServices/accounts/ConversationalLanguageUnderstanding/*/read; Microsoft.CognitiveServices/accounts/ConversationalLanguageUnderstanding/projects/export/action",""
"Cognitive Services Language Writer","f2310ca1-dc64-4889-bb49-c8e0fa3d47a8"," Has access to all Read, Test, and Write functions under Language Portal","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read; Microsoft.Authorization/roleAssignments/read; Microsoft.Authorization/roleDefinitions/read","","Microsoft.CognitiveServices/accounts/LanguageAuthoring/*; Microsoft.CognitiveServices/accounts/ConversationalLanguageUnderstanding/*","Microsoft.CognitiveServices/accounts/LanguageAuthoring/projects/publish/action; Microsoft.CognitiveServices/accounts/ConversationalLanguageUnderstanding/projects/deployments/write"
"Cognitive Services LUIS Owner","f72c8140-2111-481c-87ff-72b910f6e3f8"," Has access to all Read, Test, Write, Deploy and Delete functions under LUIS","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read; Microsoft.CognitiveServices/accounts/listkeys/action; Microsoft.Authorization/roleAssignments/read; Microsoft.Authorization/roleDefinitions/read","","Microsoft.CognitiveServices/accounts/LUIS/*",""
"Cognitive Services LUIS Reader","18e81cdc-4e98-4e29-a639-e7d10c5a6226","Has access to Read and Test functions under LUIS.","Builtin","0","","","/","true","False","Microsoft.CognitiveServices/*/read; Microsoft.Authorization/roleAssignments/read; Microsoft.Authorization/roleDefinitions/read","","Microsoft.CognitiveServices/accounts/LUIS/*/read; Microsoft.CognitiveServices/accounts/LUIS/apps/testdatasets/write",""
