"Type","ScopeMGLevel","Scope","ScopeId","PolicyDisplayName","PolicyDefinitionName","PolicyDefinitionId","PolicyEffect","PolicyCategory","UniqueAssignments","UsedInPolicySetsCount","UsedInPolicySet4CSV","CreatedOn","CreatedBy","UpdatedOn","UpdatedBy"
"BuiltIn","","","","Linux machines should have Log Analytics agent installed on Azure Arc","1e7fed80-8321-4605-b42c-65fc300f23a3","/providers/microsoft.authorization/policydefinitions/1e7fed80-8321-4605-b42c-65fc300f23a3","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Guest Configuration","0","1","Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)","","","",""
"BuiltIn","","","","[Preview]: Deploy Microsoft Defender for Endpoint agent on Windows virtual machines","1ec9c2c2-6d64-656d-6465-3ec3309b8579","/providers/microsoft.authorization/policydefinitions/1ec9c2c2-6d64-656d-6465-3ec3309b8579","Default: DeployIfNotExists; Allowed: DeployIfNotExists,AuditIfNotExists,Disabled","Security Center","0","1","[Preview]: Deploy Microsoft Defender for Endpoint agent (/providers/microsoft.authorization/policysetdefinitions/e20d08c5-6d64-656d-6465-ce9e37fd0ebc)","","","",""
"BuiltIn","","","","Azure API for FHIR should use private link","1ee56206-5dd1-42ab-b02d-8aae8b1634ce","/providers/microsoft.authorization/policydefinitions/1ee56206-5dd1-42ab-b02d-8aae8b1634ce","Default: Audit; Allowed: Audit,Disabled","API for FHIR","0","6","FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","[Preview]: Azure Security agent should be installed on your Linux Arc machines","1f300abb-f5a0-41c3-a163-91bd3ed35de7","/providers/microsoft.authorization/policydefinitions/1f300abb-f5a0-41c3-a163-91bd3ed35de7","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","0","","","","",""
"BuiltIn","","","","An Azure Active Directory administrator should be provisioned for SQL servers","1f314764-cb73-4fc9-b863-8eca98ac36e9","/providers/microsoft.authorization/policydefinitions/1f314764-cb73-4fc9-b863-8eca98ac36e9","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","SQL","0","21","[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92); [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); [Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133); [Preview]: Australian Government ISM PROTECTED (/providers/microsoft.authorization/policysetdefinitions/27272c0b-c225-4cc3-b8b0-f2534b093077); [Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87); CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d); CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c); CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d); ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f); PCI v3.2.1:2018 (/providers/microsoft.authorization/policysetdefinitions/496eeda9-8f2f-4d5e-8dfd-204f0a92ed41); UK OFFICIAL and UK NHS (/providers/microsoft.authorization/policysetdefinitions/3937f550-eedd-4639-9c5e-294358be442e)","","","",""
"BuiltIn","","","","Azure Monitor Logs clusters should be encrypted with customer-managed key","1f68a601-6e6d-4e42-babf-3f643a047ea2","/providers/microsoft.authorization/policydefinitions/1f68a601-6e6d-4e42-babf-3f643a047ea2","Default: audit; Allowed: audit,deny,disabled","Monitoring","0","6","[Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","Deploy Diagnostic Settings for Event Hub to Log Analytics workspace","1f6e93e8-6b31-41b1-83f6-36e449a42579","/providers/microsoft.authorization/policydefinitions/1f6e93e8-6b31-41b1-83f6-36e449a42579","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Monitoring","0","2","[Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); Deploy Diagnostic Settings to Azure Services (/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-diagnostics-loganalytics)","","","",""
"BuiltIn","","","","Configure Azure Defender for Key Vaults to be enabled","1f725891-01c0-420a-9059-4fa46cb770b7","/providers/microsoft.authorization/policydefinitions/1f725891-01c0-420a-9059-4fa46cb770b7","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Security Center","0","1","Deploy Microsoft Defender for Cloud configuration (/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-mdfc-config)","","","",""
"BuiltIn","","","","Endpoint protection should be installed on your machines","1f7c564c-0a90-4d44-b7e1-9d456cffaee8","/providers/microsoft.authorization/policydefinitions/1f7c564c-0a90-4d44-b7e1-9d456cffaee8","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","1","Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)","","","",""
"BuiltIn","","","","[Deprecated]: Deploy prerequisites to audit Windows VMs configurations in 'Security Options - Shutdown'","1f8c20ce-3414-4496-8b26-0e902a1541da","/providers/microsoft.authorization/policydefinitions/1f8c20ce-3414-4496-8b26-0e902a1541da","Fixed: deployIfNotExists","Guest Configuration","0","1","[Deprecated]: Audit Windows VMs that do not match Azure compute security baseline settings (/providers/microsoft.authorization/policysetdefinitions/d618d658-b2d0-410e-9e2e-bfbfd04d09fa)","","","",""
"BuiltIn","","","","Azure Cosmos DB accounts should use customer-managed keys to encrypt data at rest","1f905d99-2ab7-462c-a6b0-f709acca6c8f","/providers/microsoft.authorization/policydefinitions/1f905d99-2ab7-462c-a6b0-f709acca6c8f","Default: audit; Allowed: audit,deny,disabled","Cosmos DB","0","9","[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); Deny or Audit resources without Encryption with a customer-managed key (CMK) (/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-encryption-cmk); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","Logic Apps Integration Service Environment should be encrypted with customer-managed keys","1fafeaf6-7927-4059-a50a-8eb2a7a6f2b5","/providers/microsoft.authorization/policydefinitions/1fafeaf6-7927-4059-a50a-8eb2a7a6f2b5","Default: Audit; Allowed: Audit,Deny,Disabled","Logic Apps","0","5","FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","Azure HDInsight clusters should use encryption at host to encrypt data at rest","1fd32ebd-e4c3-4e13-a54a-d7422d4d95f6","/providers/microsoft.authorization/policydefinitions/1fd32ebd-e4c3-4e13-a54a-d7422d4d95f6","Default: Audit; Allowed: Audit,Deny,Disabled","HDInsight","0","5","FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","[Deprecated]: Web ports should be restricted on Network Security Groups associated to your VM","201ea587-7c90-41c3-910f-c280ae01cfd6","/providers/microsoft.authorization/policydefinitions/201ea587-7c90-41c3-910f-c280ae01cfd6","Default: Disabled; Allowed: AuditIfNotExists,Disabled","Security Center","0","0","","","","",""
"BuiltIn","","","","VM Image Builder templates should use private link","2154edb9-244f-4741-9970-660785bccdaa","/providers/microsoft.authorization/policydefinitions/2154edb9-244f-4741-9970-660785bccdaa","Default: Audit; Allowed: Audit,Disabled,Deny","VM Image Builder","0","8","[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","VPN gateways should use only Azure Active Directory (Azure AD) authentication for point-to-site users","21a6bc25-125e-4d13-b82d-2e19b7208ab7","/providers/microsoft.authorization/policydefinitions/21a6bc25-125e-4d13-b82d-2e19b7208ab7","Default: Audit; Allowed: Audit,Deny,Disabled","Network","0","0","","","","",""
"BuiltIn","","","","Public network access should be disabled for Azure File Sync","21a8cd35-125e-4d13-b82d-2e19b7208bb7","/providers/microsoft.authorization/policydefinitions/21a8cd35-125e-4d13-b82d-2e19b7208bb7","Default: Audit; Allowed: Audit,Deny,Disabled","Storage","0","1","Public network access should be disabled for PaaS services (/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deny-publicpaasendpoints)","","","",""
"BuiltIn","","","","Azure SignalR Service should disable public network access","21a9766a-82a5-4747-abb5-650b6dbba6d0","/providers/microsoft.authorization/policydefinitions/21a9766a-82a5-4747-abb5-650b6dbba6d0","Default: Audit; Allowed: Audit,Deny,Disabled","SignalR","0","0","","","","",""
"BuiltIn","","","","[Deprecated]: Show audit results from Windows VMs configurations in 'Security Options - Audit'","21e2995e-683e-497a-9e81-2f42ad07050a","/providers/microsoft.authorization/policydefinitions/21e2995e-683e-497a-9e81-2f42ad07050a","Fixed: auditIfNotExists","Guest Configuration","0","1","[Deprecated]: Audit Windows VMs that do not match Azure compute security baseline settings (/providers/microsoft.authorization/policysetdefinitions/d618d658-b2d0-410e-9e2e-bfbfd04d09fa)","","","",""
"BuiltIn","","","","[Preview]: ChangeTracking extension should be installed on your Windows virtual machine","221aac80-54d8-484b-83d7-24f4feac2ce0","/providers/microsoft.authorization/policydefinitions/221aac80-54d8-484b-83d7-24f4feac2ce0","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","0","","","","",""
"BuiltIn","","","","[Deprecated]: Audit API Apps that are not using custom domains","224da9fe-0d38-4e79-adb3-0a6e2af942ac","/providers/microsoft.authorization/policydefinitions/224da9fe-0d38-4e79-adb3-0a6e2af942ac","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","0","","","","",""
"BuiltIn","","","","[Deprecated]: Show audit results from Windows VMs configurations in 'System Audit Policies - Account Management'","225e937e-d32e-4713-ab74-13ce95b3519a","/providers/microsoft.authorization/policydefinitions/225e937e-d32e-4713-ab74-13ce95b3519a","Fixed: auditIfNotExists","Guest Configuration","0","1","[Deprecated]: Audit Windows VMs that do not match Azure compute security baseline settings (/providers/microsoft.authorization/policysetdefinitions/d618d658-b2d0-410e-9e2e-bfbfd04d09fa)","","","",""
"BuiltIn","","","","Management ports should be closed on your virtual machines","22730e10-96f6-4aac-ad84-9383d35b5917","/providers/microsoft.authorization/policydefinitions/22730e10-96f6-4aac-ad84-9383d35b5917","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","11","[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92); [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); [Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","Only secure connections to your Azure Cache for Redis should be enabled","22bee202-a82f-4305-9a2a-6d7f44d4dedb","/providers/microsoft.authorization/policydefinitions/22bee202-a82f-4305-9a2a-6d7f44d4dedb","Default: Audit; Allowed: Audit,Deny,Disabled","Cache","0","19","[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92); [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); [Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133); [Preview]: Australian Government ISM PROTECTED (/providers/microsoft.authorization/policysetdefinitions/27272c0b-c225-4cc3-b8b0-f2534b093077); [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87); CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab); IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d); ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f); PCI v3.2.1:2018 (/providers/microsoft.authorization/policysetdefinitions/496eeda9-8f2f-4d5e-8dfd-204f0a92ed41); UK OFFICIAL and UK NHS (/providers/microsoft.authorization/policysetdefinitions/3937f550-eedd-4639-9c5e-294358be442e)","","","",""
"BuiltIn","","","","[Deprecated]: Deploy prerequisites to audit Windows VMs that do not restrict the minimum password length to 14 characters","23020aa6-1135-4be2-bae2-149982b06eca","/providers/microsoft.authorization/policydefinitions/23020aa6-1135-4be2-bae2-149982b06eca","Fixed: deployIfNotExists","Guest Configuration","0","1","[Deprecated]: Audit VMs with insecure password security settings (/providers/microsoft.authorization/policysetdefinitions/3fa7cbf5-c0a4-4a59-85a5-cca4d996d5a6)","","","",""
"BuiltIn","","","","Kubernetes cluster services should listen only on allowed ports","233a2a17-77ca-4fb1-9b6b-69223d272a44","/providers/microsoft.authorization/policydefinitions/233a2a17-77ca-4fb1-9b6b-69223d272a44","Default: deny; Allowed: audit,deny,disabled","Kubernetes","0","8","[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); [Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","[Deprecated]: Service Bus should use a virtual network service endpoint","235359c5-7c52-4b82-9055-01c75cf9f60e","/providers/microsoft.authorization/policydefinitions/235359c5-7c52-4b82-9055-01c75cf9f60e","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Network","0","0","","","","",""
"BuiltIn","","","","Configure Azure Defender for DNS to be enabled","2370a3c1-4a25-4283-a91a-c9c1a145fb2f","/providers/microsoft.authorization/policydefinitions/2370a3c1-4a25-4283-a91a-c9c1a145fb2f","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Security Center","0","1","Deploy Microsoft Defender for Cloud configuration (/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-mdfc-config)","","","",""
"BuiltIn","","","","Audit Windows machines that do not have a minimum password age of 1 day","237b38db-ca4d-4259-9e47-7882441ca2c0","/providers/microsoft.authorization/policydefinitions/237b38db-ca4d-4259-9e47-7882441ca2c0","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Guest Configuration","0","11","[Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133); [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22); Audit machines with insecure password security settings (/providers/microsoft.authorization/policysetdefinitions/095e4ed9-c835-4ab6-9439-b5644362a06c); Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d); ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f); UK OFFICIAL and UK NHS (/providers/microsoft.authorization/policysetdefinitions/3937f550-eedd-4639-9c5e-294358be442e)","","","",""
"BuiltIn","","","","Deploy Diagnostic Settings for Stream Analytics to Log Analytics workspace","237e0f7e-b0e8-4ec4-ad46-8c12cb66d673","/providers/microsoft.authorization/policydefinitions/237e0f7e-b0e8-4ec4-ad46-8c12cb66d673","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Monitoring","0","2","[Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); Deploy Diagnostic Settings to Azure Services (/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-diagnostics-loganalytics)","","","",""
"BuiltIn","","","","Configure Azure Automation accounts to disable public network access","23b36a7c-9d26-4288-a8fd-c1d2fa284d8c","/providers/microsoft.authorization/policydefinitions/23b36a7c-9d26-4288-a8fd-c1d2fa284d8c","Default: Modify; Allowed: Modify,Disabled","Automation","0","0","","","","",""
"BuiltIn","","","","Configure Windows Virtual Machines to be associated with a Data Collection Rule","244efd75-0d92-453c-b9a3-7d73ca36ed52","/providers/microsoft.authorization/policydefinitions/244efd75-0d92-453c-b9a3-7d73ca36ed52","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Monitoring","0","0","","","","",""
"BuiltIn","","","","Resource logs in Azure Kubernetes Service should be enabled","245fc9df-fa96-4414-9a0b-3738c2f7341c","/providers/microsoft.authorization/policydefinitions/245fc9df-fa96-4414-9a0b-3738c2f7341c","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Kubernetes","0","1","Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)","","","",""
"BuiltIn","","","","Configure Azure Activity logs to stream to specified Log Analytics workspace","2465583e-4e78-4c15-b6be-a36cbc7c8b0f","/providers/microsoft.authorization/policydefinitions/2465583e-4e78-4c15-b6be-a36cbc7c8b0f","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Monitoring","0","0","","","","",""
"BuiltIn","","","","[Deprecated]: Show audit results from Windows VMs that do not have a maximum password age of 70 days","24dde96d-f0b1-425e-884f-4a1421e2dcdc","/providers/microsoft.authorization/policydefinitions/24dde96d-f0b1-425e-884f-4a1421e2dcdc","Fixed: auditIfNotExists","Guest Configuration","0","1","[Deprecated]: Audit VMs with insecure password security settings (/providers/microsoft.authorization/policysetdefinitions/3fa7cbf5-c0a4-4a59-85a5-cca4d996d5a6)","","","",""
